<CdSiteHydro>;<CdStationHydro>;<CdCapteur>;<GrdSerieObsHydro>;<DtObsHydro>;<StObsHydro>;<ResObsHydro>;<QualifObsHydro>;<MethObsHydro>;<ContObsHydro>;<FLG>
"Code du site hydrométrique";"Code de la station hydrométrique";"Code du capteur";"Grandeur observée de la série";"Date d'observation hydrométrique";"Résultat de l'observation hydro";"Résultat de l'observation hydrométrique";"Qualification de la donnée de l'observation hydrométrique";"Méthode d'obtention du résultat de l'observation hydrométrique";"Continuité de la donnée de l'observation hydrométrique";<FLG>
V2942010;V294201001;;Q;"1975-12-31 05:00:00";16;77462;20;10;0;<FLG>
V2942010;V294201001;;Q;"1975-12-31 09:48:00";16;73654;20;10;0;<FLG>
V2942010;V294201001;;Q;"1975-12-31 12:42:00";16;101075;20;10;0;<FLG>
V2942010;V294201001;;Q;"1975-12-31 16:13:00";16;105650;20;10;0;<FLG>
V2942010;V294201001;;Q;"1975-12-31 23:50:00";16;110225;20;10;0;<FLG>
V2942010;V294201001;;Q;"1975-12-31 23:53:00";16;110225;20;10;0;<FLG>
V2942010;V294201001;;Q;"1976-01-01 00:32:00";16;111750;20;10;0;<FLG>
V2942010;V294201001;;Q;"1976-01-01 02:28:00";16;114800;20;10;0;<FLG>
V2942010;V294201001;;Q;"1976-01-01 03:37:00";16;116325;20;10;0;<FLG>
V2942010;V294201001;;Q;"1976-01-01 06:20:00";16;78731;20;10;0;<FLG>
V2942010;V294201001;;Q;"1976-01-01 09:12:00";16;45933;20;10;0;<FLG>
V2942010;V294201001;;Q;"1976-01-01 10:49:00";16;37750;20;10;0;<FLG>
V2942010;V294201001;;Q;"1976-01-01 11:50:00";16;36800;20;10;0;<FLG>
V2942010;V294201001;;Q;"1976-01-01 13:08:00";16;38700;20;10;0;<FLG>
V2942010;V294201001;;Q;"1976-01-01 13:52:00";16;40767;20;10;0;<FLG>
V2942010;V294201001;;Q;"1976-01-01 17:31:00";16;40767;20;10;0;<FLG>
