"X2" "X3" "X4" "X5"
1 1 0 0
1 0.979680684736091 0 0
1 0.959361369472183 0 0
1 0.939042054208274 0 0
1 0.918722738944365 0 0
1 0.898403423680456 0 0
1 0.878084108416548 0 0
1 0.857764793152639 0 0
1 0.837445477888731 0 0
1 0.817126162624822 0 0
1 0.796806847360913 0 0
1 0.776487532097004 0 0
1 0.756168216833095 0 0
1 0.735848901569187 0 0
1 0.715529586305278 0 0
1 0.69521027104137 0 0
1 0.674890955777461 0 0
1 0.654571640513552 0 0
1 0.634252325249644 0 0
1 0.613933009985735 0 0
1 0.593613694721826 0 0
1 0.573294379457918 0 0
1 0.552975064194008 0 0
1 0.5326557489301 0 0
1 0.512336433666191 0 0
1 0.492017118402282 0 0
1 0.471697803138374 0 0
1 0.451378487874465 0 0
1 0.431059172610557 0 0
1 0.410739857346648 0 0
1 0.390420542082739 0 0
1 0.37010122681883 0 0
1 0.349781911554921 0 0
1 0.329462596291013 0 0
1 0.309143281027104 0 0
1 0.288823965763195 0 0
1 0.268504650499287 0 0
1 0.248185335235378 0 0
1 0.227866019971469 0 0
1 0.207546704707561 0 0
1 0.187227389443652 0 0
1 0.166908074179744 0 0
1 0.146588758915834 0 0
1 0.126269443651926 0 0
1 0.105950128388017 0 0
1 0.0856308131241081 0 0
1 0.0653114978601996 0 0
1 0.0449921825962911 0 0
1 0.0246728673323822 0 0
1 0.00435355206847365 0 0
1 -0.015965763195435 0 0
1 -0.0362850784593436 0 0
1 -0.0566043937232527 0 0
1 -0.0769237089871612 0 0
1 -0.0972430242510697 0 0
1 -0.117562339514979 0 0
1 -0.137881654778887 0 0
1 -0.158200970042796 0 0
1 -0.178520285306704 0 0
1 -0.198839600570613 0 0
1 -0.219158915834522 0 0
1 -0.239478231098431 0 0
1 -0.25979754636234 0 0
1 -0.280116861626248 0 0
1 -0.300436176890157 0 0
1 -0.320755492154066 0 0
1 -0.341074807417974 0 0
1 -0.361394122681883 0 0
1 -0.381713437945792 0 0
1 -0.4020327532097 0 0
1 -0.422352068473609 0 0
1 -0.442671383737518 0 0
1 -0.462990699001427 0 0
1 -0.483480741797432 0 0
1 -0.504141512125535 0 0
1 -0.524802282453637 0 0
1 -0.54546305278174 0 0
1 -0.566123823109843 0 0
1 -0.586784593437946 0 0
1 -0.607445363766048 0 0
1 -0.628106134094151 0 0
1 -0.648766904422254 0 0
1 -0.669427674750357 0 0
1 -0.690088445078459 0 0
1 -0.710749215406562 0 0
1 -0.731409985734665 0 0
1 -0.752070756062767 0 0
1 -0.77273152639087 0 0
1 -0.793392296718973 0 0
1 -0.814053067047076 0 0
1 -0.834713837375178 0 0
1 -0.855374607703281 0 0
1 -0.876035378031384 0 0
1 -0.896696148359486 0 0
1 -0.917356918687589 0 0
1 -0.938017689015692 0 0
1 -0.958678459343794 0 0
1 -0.979339229671897 0 0
1 -1 0 0
0 0 1 1
0 0 1 0.979591836734694
0 0 1 0.959183673469388
0 0 1 0.938775510204082
0 0 1 0.918367346938776
0 0 1 0.897959183673469
0 0 1 0.877551020408163
0 0 1 0.857142857142857
0 0 1 0.836734693877551
0 0 1 0.816326530612245
0 0 1 0.795918367346939
0 0 1 0.775510204081633
0 0 1 0.755102040816327
0 0 1 0.73469387755102
0 0 1 0.714285714285714
0 0 1 0.693877551020408
0 0 1 0.673469387755102
0 0 1 0.653061224489796
0 0 1 0.63265306122449
0 0 1 0.612244897959184
0 0 1 0.591836734693878
0 0 1 0.571428571428572
0 0 1 0.551020408163265
0 0 1 0.530612244897959
0 0 1 0.510204081632653
0 0 1 0.489795918367347
0 0 1 0.469387755102041
0 0 1 0.448979591836735
0 0 1 0.428571428571429
0 0 1 0.408163265306122
0 0 1 0.387755102040816
0 0 1 0.36734693877551
0 0 1 0.346938775510204
0 0 1 0.326530612244898
0 0 1 0.306122448979592
0 0 1 0.285714285714286
0 0 1 0.26530612244898
0 0 1 0.244897959183674
0 0 1 0.224489795918367
0 0 1 0.204081632653061
0 0 1 0.183673469387755
0 0 1 0.163265306122449
0 0 1 0.142857142857143
0 0 1 0.122448979591837
0 0 1 0.102040816326531
0 0 1 0.0816326530612244
0 0 1 0.0612244897959184
0 0 1 0.0408163265306123
0 0 1 0.0204081632653059
0 0 1 0
0 0 1 -0.020408163265306
0 0 1 -0.0408163265306122
0 0 1 -0.0612244897959184
0 0 1 -0.0816326530612244
0 0 1 -0.102040816326531
0 0 1 -0.122448979591837
0 0 1 -0.142857142857143
0 0 1 -0.163265306122449
0 0 1 -0.183673469387755
0 0 1 -0.204081632653061
0 0 1 -0.224489795918367
0 0 1 -0.244897959183674
0 0 1 -0.26530612244898
0 0 1 -0.285714285714286
0 0 1 -0.306122448979592
0 0 1 -0.326530612244898
0 0 1 -0.346938775510204
0 0 1 -0.36734693877551
0 0 1 -0.387755102040816
0 0 1 -0.408163265306122
0 0 1 -0.428571428571429
0 0 1 -0.448979591836735
0 0 1 -0.469387755102041
0 0 1 -0.489795918367347
0 0 1 -0.510204081632653
0 0 1 -0.530612244897959
0 0 1 -0.551020408163265
0 0 1 -0.571428571428571
0 0 1 -0.591836734693878
0 0 1 -0.612244897959184
0 0 1 -0.63265306122449
0 0 1 -0.653061224489796
0 0 1 -0.673469387755102
0 0 1 -0.693877551020408
0 0 1 -0.714285714285714
0 0 1 -0.73469387755102
0 0 1 -0.755102040816326
0 0 1 -0.775510204081633
0 0 1 -0.795918367346939
0 0 1 -0.816326530612245
0 0 1 -0.836734693877551
0 0 1 -0.857142857142857
0 0 1 -0.877551020408163
0 0 1 -0.897959183673469
0 0 1 -0.918367346938776
0 0 1 -0.938775510204082
0 0 1 -0.959183673469388
0 0 1 -0.979591836734694
0 0 1 -1
