"X2" "X3" "X4" "X5" "X6" "X7" "X8" "X9" "X10" "X11" "X12" "X13" "X14" "X15"
1 -0.931384697763493 0.80121618284199 -0.622811021990183 0.41422200995868 0 0 0 0 0 0 0 0 0
1 -0.945107758210794 0.83984301194535 -0.692831738307255 0.516018880306488 0 0 0 0 0 0 0 0 0
1 -0.958830818658095 0.87903480821283 -0.765522228874053 0.625234928311863 0 0 0 0 0 0 0 0 0
1 -0.972553879105398 0.918791571644435 -0.840921259083302 0.74212847821808 0 0 0 0 0 0 0 0 0
1 -0.986276939552699 0.959113302240157 -0.919067594327709 0.866961578127172 0 0 0 0 0 0 0 0 0
1 -1 1 -1 1 0 0 0 0 0 0 0 0 0
0 0 0 0 0 1 1 0 0 0 0 0 0 0
0 0 0 0 0 1 0.961538461538462 0 0 0 0 0 0 0
0 0 0 0 0 1 0.923076923076922 0 0 0 0 0 0 0
0 0 0 0 0 1 0.884615384615384 0 0 0 0 0 0 0
0 0 0 0 0 1 0.846153846153845 0 0 0 0 0 0 0
0 0 0 0 0 1 0.807692307692307 0 0 0 0 0 0 0
0 0 0 0 0 1 0.769230769230769 0 0 0 0 0 0 0
0 0 0 0 0 1 0.730769230769231 0 0 0 0 0 0 0
0 0 0 0 0 1 0.692307692307693 0 0 0 0 0 0 0
0 0 0 0 0 1 0.653846153846153 0 0 0 0 0 0 0
0 0 0 0 0 1 0.615384615384616 0 0 0 0 0 0 0
0 0 0 0 0 1 0.576923076923078 0 0 0 0 0 0 0
0 0 0 0 0 1 0.538461538461538 0 0 0 0 0 0 0
0 0 0 0 0 1 0.5 0 0 0 0 0 0 0
0 0 0 0 0 1 0.461538461538462 0 0 0 0 0 0 0
0 0 0 0 0 1 0.423076923076922 0 0 0 0 0 0 0
0 0 0 0 0 1 0.384615384615384 0 0 0 0 0 0 0
0 0 0 0 0 1 0.346153846153847 0 0 0 0 0 0 0
0 0 0 0 0 1 0.307692307692307 0 0 0 0 0 0 0
0 0 0 0 0 1 0.269230769230769 0 0 0 0 0 0 0
0 0 0 0 0 1 0.230769230769231 0 0 0 0 0 0 0
0 0 0 0 0 1 0.192307692307692 0 0 0 0 0 0 0
0 0 0 0 0 1 0.153846153846153 0 0 0 0 0 0 0
0 0 0 0 0 1 0.115384615384616 0 0 0 0 0 0 0
0 0 0 0 0 1 0.0769230769230778 0 0 0 0 0 0 0
0 0 0 0 0 1 0.0384615384615379 0 0 0 0 0 0 0
0 0 0 0 0 1 0 0 0 0 0 0 0 0
0 0 0 0 0 1 -0.0384615384615379 0 0 0 0 0 0 0
0 0 0 0 0 1 -0.0769230769230776 0 0 0 0 0 0 0
0 0 0 0 0 1 -0.115384615384616 0 0 0 0 0 0 0
0 0 0 0 0 1 -0.153846153846153 0 0 0 0 0 0 0
0 0 0 0 0 1 -0.192307692307692 0 0 0 0 0 0 0
0 0 0 0 0 1 -0.230769230769231 0 0 0 0 0 0 0
0 0 0 0 0 1 -0.269230769230769 0 0 0 0 0 0 0
