<CdSiteHydro>;<CdStationHydro>;<CdCapteur>;<GrdSerieObsHydro>;<DtObsHydro>;<StObsHydro>;<ResObsHydro>;<QualifObsHydro>;<MethObsHydro>;<ContObsHydro>;<FLG>
"Code du site hydrométrique";"Code de la station hydrométrique";"Code du capteur";"Grandeur observée de la série";"Date d'observation hydrométrique";"Résultat de l'observation hydro";"Résultat de l'observation hydrométrique";"Qualification de la donnée de l'observation hydrométrique";"Méthode d'obtention du résultat de l'observation hydrométrique";"Continuité de la donnée de l'observation hydrométrique";<FLG>
V2942010;V294201001;;Q;"1967-12-31 02:11:00";16;222775;20;10;0;<FLG>
V2942010;V294201001;;Q;"1967-12-31 08:37:00";16;222775;20;10;0;<FLG>
V2942010;V294201001;;Q;"1967-12-31 11:23:00";16;171625;20;10;0;<FLG>
V2942010;V294201001;;Q;"1967-12-31 14:02:00";16;160000;20;10;0;<FLG>
V2942010;V294201001;;Q;"1967-12-31 16:47:00";16;156235;20;10;0;<FLG>
V2942010;V294201001;;Q;"1967-12-31 19:25:00";16;154353;20;10;0;<FLG>
V2942010;V294201001;;Q;"1967-12-31 21:42:00";16;173950;20;10;0;<FLG>
V2942010;V294201001;;Q;"1967-12-31 22:24:00";16;178600;20;10;0;<FLG>
V2942010;V294201001;;Q;"1967-12-31 23:31:00";16;176275;20;10;0;<FLG>
V2942010;V294201001;;Q;"1968-01-01 00:23:00";16;156235;20;10;0;<FLG>
V2942010;V294201001;;Q;"1968-01-01 01:36:00";16;137412;20;10;0;<FLG>
V2942010;V294201001;;Q;"1968-01-01 03:01:00";16;128000;20;10;0;<FLG>
V2942010;V294201001;;Q;"1968-01-01 04:58:00";16;123557;20;10;0;<FLG>
V2942010;V294201001;;Q;"1968-01-01 07:11:00";16;122076;20;10;0;<FLG>
V2942010;V294201001;;Q;"1968-01-01 09:10:00";16;120595;20;10;0;<FLG>
V2942010;V294201001;;Q;"1968-01-01 10:29:00";16;126519;20;10;0;<FLG>
V2942010;V294201001;;Q;"1968-01-01 11:30:00";16;137412;20;10;0;<FLG>
V2942010;V294201001;;Q;"1968-01-01 12:30:00";16;148706;20;10;0;<FLG>
V2942010;V294201001;;Q;"1968-01-01 13:31:00";16;154353;20;10;0;<FLG>
V2942010;V294201001;;Q;"1968-01-01 15:35:00";16;154353;20;10;0;<FLG>
V2942010;V294201001;;Q;"1968-01-01 16:45:00";16;150588;20;10;0;<FLG>
V2942010;V294201001;;Q;"1968-01-01 18:13:00";16;146824;20;10;0;<FLG>
