"X2" "X3" "X4" "X5" "X6" "X7"
1 -1 1 0 0 0
1 -0.979511986910436 0.939165598751845 0 0 0
1 -0.959023973820872 0.879590473544765 0 0 0
1 -0.938535960731308 0.82127462437876 0 0 0
1 -0.918047947641744 0.764218051253829 0 0 0
1 -0.89755993455218 0.708420754169972 0 0 0
1 -0.877071921462616 0.653882733127189 0 0 0
1 -0.856583908373053 0.600603988125481 0 0 0
1 -0.836095895283489 0.548584519164848 0 0 0
1 -0.815607882193925 0.497824326245288 0 0 0
1 -0.795119869104361 0.448323409366804 0 0 0
1 -0.774631856014797 0.400081768529393 0 0 0
1 -0.754143842925233 0.353099403733058 0 0 0
1 -0.733655829835669 0.307376314977796 0 0 0
1 -0.713167816746105 0.262912502263609 0 0 0
1 -0.692679803656541 0.219707965590497 0 0 0
1 -0.672191790566977 0.177762704958459 0 0 0
1 -0.651703777477413 0.137076720367495 0 0 0
1 -0.63121576438785 0.0976500118176058 0 0 0
1 -0.610727751298286 0.0594825793087909 0 0 0
1 -0.590239738208722 0.0225744228410504 0 0 0
1 -0.569751725119158 -0.0130744575856154 0 0 0
1 -0.549263712029594 -0.0474640619712072 0 0 0
1 -0.52877569894003 -0.0805943903157244 0 0 0
1 -0.508287685850466 -0.112465442619167 0 0 0
1 -0.487799672760902 -0.143077218881535 0 0 0
1 -0.467311659671338 -0.172429719102829 0 0 0
1 -0.446823646581774 -0.200522943283048 0 0 0
1 -0.42633563349221 -0.227356891422194 0 0 0
1 -0.405847620402646 -0.252931563520264 0 0 0
1 -0.385359607313082 -0.27724695957726 0 0 0
1 -0.364871594223519 -0.300303079593182 0 0 0
1 -0.344383581133955 -0.322099923568029 0 0 0
1 -0.323895568044391 -0.342637491501802 0 0 0
1 -0.303407554954827 -0.361915783394501 0 0 0
1 -0.282919541865263 -0.379934799246125 0 0 0
1 -0.262431528775699 -0.396694539056674 0 0 0
1 -0.241943515686135 -0.412195002826149 0 0 0
1 -0.221455502596571 -0.42643619055455 0 0 0
1 -0.200967489507007 -0.439418102241876 0 0 0
1 -0.180479476417443 -0.451140737888128 0 0 0
1 -0.159991463327879 -0.461604097493306 0 0 0
1 -0.139503450238315 -0.470808181057409 0 0 0
1 -0.119015437148752 -0.478752988580437 0 0 0
1 -0.0985274240591877 -0.485438520062392 0 0 0
1 -0.0780394109696237 -0.490864775503271 0 0 0
1 -0.0575513978800599 -0.495031754903077 0 0 0
1 -0.037063384790496 -0.497939458261807 0 0 0
1 -0.016575371700932 -0.499587885579464 0 0 0
1 0.0039126413886319 -0.499977036856046 0 0 0
1 0.0244006544781958 -0.499106912091554 0 0 0
1 0.0448886675677598 -0.496977511285987 0 0 0
1 0.0653766806573235 -0.493588834439346 0 0 0
1 0.0858646937468874 -0.48894088155163 0 0 0
1 0.106352706836452 -0.48303365262284 0 0 0
1 0.126840719926016 -0.475867147652975 0 0 0
1 0.147328733015579 -0.467441366642036 0 0 0
1 0.167816746105143 -0.457756309590023 0 0 0
1 0.188304759194707 -0.446811976496935 0 0 0
1 0.208792772284271 -0.434608367362773 0 0 0
1 0.229280785373835 -0.421145482187536 0 0 0
1 0.249768798463399 -0.406423320971225 0 0 0
1 0.270256811552963 -0.390441883713839 0 0 0
1 0.290744824642527 -0.373201170415379 0 0 0
1 0.311232837732091 -0.354701181075845 0 0 0
1 0.331720850821655 -0.334941915695236 0 0 0
1 0.352208863911219 -0.313923374273553 0 0 0
1 0.372696877000783 -0.291645556810795 0 0 0
1 0.393184890090347 -0.268108463306963 0 0 0
1 0.41367290317991 -0.243312093762057 0 0 0
1 0.434160916269474 -0.217256448176076 0 0 0
0 0 0 1 -1 1
0 0 0 1 -0.979591836734694 0.939400249895876
0 0 0 1 -0.959183673469388 0.880049979175344
0 0 0 1 -0.938775510204082 0.821949187838401
0 0 0 1 -0.918367346938776 0.765097875885048
0 0 0 1 -0.897959183673469 0.709496043315285
0 0 0 1 -0.877551020408163 0.655143690129113
0 0 0 1 -0.857142857142857 0.602040816326531
0 0 0 1 -0.836734693877551 0.550187421907539
0 0 0 1 -0.816326530612245 0.499583506872137
0 0 0 1 -0.795918367346939 0.450229071220325
0 0 0 1 -0.775510204081633 0.402124114952103
0 0 0 1 -0.755102040816327 0.355268638067472
0 0 0 1 -0.73469387755102 0.309662640566431
0 0 0 1 -0.714285714285714 0.26530612244898
0 0 0 1 -0.693877551020408 0.222199083715119
0 0 0 1 -0.673469387755102 0.180341524364848
0 0 0 1 -0.653061224489796 0.139733444398168
0 0 0 1 -0.63265306122449 0.100374843815077
0 0 0 1 -0.612244897959184 0.0622657226155768
0 0 0 1 -0.591836734693878 0.0254060807996668
0 0 0 1 -0.571428571428571 -0.0102040816326531
0 0 0 1 -0.551020408163265 -0.0445647646813825
0 0 0 1 -0.530612244897959 -0.0776759683465222
0 0 0 1 -0.510204081632653 -0.109537692628072
0 0 0 1 -0.489795918367347 -0.140149937526031
