"X2" "X3" "X4" "X5" "X6" "X7" "X8" "X9" "X10" "X11"
1 -1 1 -1 1 0 0 0 0 0
1 -0.979511986910436 0.939165598751845 -0.880198611511959 0.804414709902416 0 0 0 0 0
1 -0.959023973820872 0.879590473544765 -0.766564602909224 0.626826350268167 0 0 0 0 0
1 -0.938535960731308 0.82127462437876 -0.658968973871734 0.466359669939387 0 0 0 0 0
1 -0.918047947641744 0.764218051253829 -0.557282724079422 0.322157918479927 0 0 0 0 0
1 -0.89755993455218 0.708420754169972 -0.461376853212223 0.193382846175365 0 0 0 0 0
1 -0.877071921462616 0.653882733127189 -0.371122360950074 0.0792147040330008 0 0 0 0 0
1 -0.856583908373053 0.600603988125481 -0.28639024697291 -0.0211477562181471 0 0 0 0 0
1 -0.836095895283489 0.548584519164848 -0.207051510960666 -0.108487282127335 0 0 0 0 0
1 -0.815607882193925 0.497824326245288 -0.132977152593279 -0.183568120522097 0 0 0 0 0
1 -0.795119869104361 0.448323409366804 -0.0640381715506826 -0.247136017508246 0 0 0 0 0
1 -0.774631856014797 0.400081768529393 -0.000105567512812839 -0.299918218469871 0 0 0 0 0
1 -0.754143842925233 0.353099403733058 0.0589496598403945 -0.342623468069342 0 0 0 0 0
1 -0.733655829835669 0.307376314977796 0.113256510829004 -0.375942010247302 0 0 0 0 0
1 -0.713167816746105 0.262912502263609 0.162943985773081 -0.400545588222676 0 0 0 0 0
1 -0.692679803656541 0.219707965590497 0.208141084992688 -0.417087444492664 0 0 0 0 0
1 -0.672191790566977 0.177762704958459 0.248976808807892 -0.426202320832745 0 0 0 0 0
1 -0.651703777477413 0.137076720367495 0.285580157538756 -0.428506458296675 0 0 0 0 0
1 -0.63121576438785 0.0976500118176058 0.318080131505345 -0.424597597216489 0 0 0 0 0
1 -0.610727751298286 0.0594825793087909 0.346605731027724 -0.415054977202499 0 0 0 0 0
1 -0.590239738208722 0.0225744228410504 0.371285956425957 -0.400439337143293 0 0 0 0 0
1 -0.569751725119158 -0.0130744575856154 0.392249808020108 -0.38129291520574 0 0 0 0 0
1 -0.549263712029594 -0.0474640619712072 0.409626286130242 -0.358139448834983 0 0 0 0 0
1 -0.52877569894003 -0.0805943903157244 0.423544391076424 -0.331484174754447 0 0 0 0 0
1 -0.508287685850466 -0.112465442619167 0.434133123178719 -0.301813828965831 0 0 0 0 0
1 -0.487799672760902 -0.143077218881535 0.441521482757189 -0.269596646749113 0 0 0 0 0
1 -0.467311659671338 -0.172429719102829 0.445838470131902 -0.235282362662549 0 0 0 0 0
1 -0.446823646581774 -0.200522943283048 0.44721308562292 -0.199302210542674 0 0 0 0 0
1 -0.42633563349221 -0.227356891422194 0.445774329550308 -0.162068923504298 0 0 0 0 0
1 -0.405847620402646 -0.252931563520264 0.441651202234131 -0.123976733940509 0 0 0 0 0
1 -0.385359607313082 -0.27724695957726 0.434972703994454 -0.0854013735226763 0 0 0 0 0
1 -0.364871594223519 -0.300303079593182 0.42586783515134 -0.0467000732004427 0 0 0 0 0
1 -0.344383581133955 -0.322099923568029 0.414465596024855 -0.00821156320173025 0 0 0 0 0
1 -0.323895568044391 -0.342637491501802 0.400894986935063 0.02974392696726 0 0 0 0 0
1 -0.303407554954827 -0.361915783394501 0.385285008202028 0.0668646685220518 0 0 0 0 0
1 -0.282919541865263 -0.379934799246125 0.367764660145816 0.102867433399889 0 0 0 0 0
1 -0.262431528775699 -0.396694539056674 0.34846294308649 0.137487494259739 0 0 0 0 0
1 -0.241943515686135 -0.412195002826149 0.327508857344115 0.17047862448229 0 0 0 0 0
1 -0.221455502596571 -0.42643619055455 0.305031403238756 0.201613098169954 0 0 0 0 0
1 -0.200967489507007 -0.439418102241876 0.281159581090477 0.230681690146866 0 0 0 0 0
1 -0.180479476417443 -0.451140737888128 0.256022391219343 0.257493675958881 0 0 0 0 0
1 -0.159991463327879 -0.461604097493306 0.229748833945418 0.281876831873577 0 0 0 0 0
1 -0.139503450238315 -0.470808181057409 0.202467909588767 0.303677434880255 0 0 0 0 0
1 -0.119015437148752 -0.478752988580437 0.174308618469454 0.322760262689938 0 0 0 0 0
1 -0.0985274240591877 -0.485438520062392 0.145399960907545 0.339008593735371 0 0 0 0 0
1 -0.0780394109696237 -0.490864775503271 0.115870937223102 0.352324207171022 0 0 0 0 0
1 -0.0575513978800599 -0.495031754903077 0.0858505477361921 0.362627382873081 0 0 0 0 0
1 -0.037063384790496 -0.497939458261807 0.0554677927668781 0.369856901439459 0 0 0 0 0
1 -0.016575371700932 -0.499587885579464 0.0248516726352252 0.37397004418979 0 0 0 0 0
1 0.0039126413886319 -0.499977036856046 -0.0058688123387021 0.374942593165432 0 0 0 0 0
1 0.0244006544781958 -0.499106912091554 -0.0365646618348393 0.372768831129463 0 0 0 0 0
1 0.0448886675677598 -0.496977511285987 -0.0671068755331219 0.367461541566685 0 0 0 0 0
1 0.0653766806573235 -0.493588834439346 -0.097366453113485 0.35905200868362 0 0 0 0 0
1 0.0858646937468874 -0.48894088155163 -0.127214394255865 0.347590017408515 0 0 0 0 0
1 0.106352706836452 -0.48303365262284 -0.156521698640196 0.333143853391337 0 0 0 0 0
1 0.126840719926016 -0.475867147652975 -0.185159365946415 0.315800303003778 0 0 0 0 0
1 0.147328733015579 -0.467441366642036 -0.212998395854456 0.295664653339248 0 0 0 0 0
1 0.167816746105143 -0.457756309590023 -0.239909788044256 0.272860692212884 0 0 0 0 0
1 0.188304759194707 -0.446811976496935 -0.265764542195749 0.247530708161543 0 0 0 0 0
1 0.208792772284271 -0.434608367362773 -0.290433657988871 0.219835490443803 0 0 0 0 0
1 0.229280785373835 -0.421145482187536 -0.313788135103558 0.189954329039966 0 0 0 0 0
1 0.249768798463399 -0.406423320971225 -0.335698973219745 0.158085014652057 0 0 0 0 0
1 0.270256811552963 -0.390441883713839 -0.356037172017367 0.124443838703822 0 0 0 0 0
1 0.290744824642527 -0.373201170415379 -0.37467373117636 0.0892655933407286 0 0 0 0 0
1 0.311232837732091 -0.354701181075845 -0.39147965037666 0.0528035714299684 0 0 0 0 0
1 0.331720850821655 -0.334941915695236 -0.406325929298201 0.0153295665604539 0 0 0 0 0
1 0.352208863911219 -0.313923374273553 -0.41908356762092 -0.0228661269571782 0 0 0 0 0
1 0.372696877000783 -0.291645556810795 -0.429623565024751 -0.0614747140905716 0 0 0 0 0
1 0.393184890090347 -0.268108463306963 -0.437816921189631 -0.100168899085646 0 0 0 0 0
1 0.41367290317991 -0.243312093762057 -0.443534635795495 -0.138602885466598 0 0 0 0 0
1 0.434160916269474 -0.217256448176076 -0.446647708522277 -0.176412376035906 0 0 0 0 0
0 0 0 0 0 1 -1 1 -1 1
0 0 0 0 0 1 -0.979591836734694 0.939400249895876 -0.880653469217758 0.805141474094248
0 0 0 0 0 1 -0.959183673469388 0.880049979175344 -0.767426837457182 0.628143278493048
0 0 0 0 0 1 -0.938775510204082 0.821949187838401 -0.660192606821987 0.468140248900179
0 0 0 0 0 1 -0.918367346938776 0.765097875885048 -0.55882327941589 0.324285435004609
0 0 0 0 0 1 -0.897959183673469 0.709496043315285 -0.463191357342604 0.195750100480485
0 0 0 0 0 1 -0.877551020408163 0.655143690129113 -0.373169342705845 0.0817237229871418
0 0 0 0 0 1 -0.857142857142857 0.602040816326531 -0.28862973760933 -0.0185860058309035
0 0 0 0 0 1 -0.836734693877551 0.550187421907539 -0.209445044156772 -0.105953180343953
0 0 0 0 0 1 -0.816326530612245 0.499583506872137 -0.135487764451887 -0.181133680937122
0 0 0 0 0 1 -0.795918367346939 0.450229071220325 -0.06663040059839 -0.244865174010343
0 0 0 0 0 1 -0.775510204081633 0.402124114952103 -0.00274545469999736 -0.297867111978367
0 0 0 0 0 1 -0.755102040816327 0.355268638067472 0.0562945711395761 -0.340840733270758
0 0 0 0 0 1 -0.73469387755102 0.309662640566431 0.110617174816615 -0.3744690623319
0 0 0 0 0 1 -0.714285714285714 0.26530612244898 0.160349854227405 -0.399416909620991
0 0 0 0 0 1 -0.693877551020408 0.222199083715119 0.20562010726823 -0.416330871612047
0 0 0 0 0 1 -0.673469387755102 0.180341524364848 0.246555431835375 -0.425839330793899
0 0 0 0 0 1 -0.653061224489796 0.139733444398168 0.283283325825124 -0.428552455670196
0 0 0 0 0 1 -0.63265306122449 0.100374843815077 0.315931287133762 -0.425062200759402
0 0 0 0 0 1 -0.612244897959184 0.0622657226155768 0.344626813657575 -0.415942306594798
0 0 0 0 0 1 -0.591836734693878 0.0254060807996668 0.369497403292846 -0.401748299724483
0 0 0 0 0 1 -0.571428571428571 -0.0102040816326531 0.39067055393586 -0.38301749271137
0 0 0 0 0 1 -0.551020408163265 -0.0445647646813825 0.408273763482902 -0.360268984133191
0 0 0 0 0 1 -0.530612244897959 -0.0776759683465222 0.422434529830258 -0.334003658582491
0 0 0 0 0 1 -0.510204081632653 -0.109537692628072 0.433280350874211 -0.304704186666634
0 0 0 0 0 1 -0.489795918367347 -0.140149937526031 0.440938724511045 -0.272835025007802
0 0 0 0 0 1 -0.469387755102041 -0.1695127030404 0.445537148637047 -0.238842416242989
0 0 0 0 0 1 -0.448979591836735 -0.197625989171179 0.447203121148501 -0.20315438902401
0 0 0 0 0 1 -0.428571428571429 -0.224489795918367 0.446064139941691 -0.166180758017493
0 0 0 0 0 1 -0.408163265306123 -0.250104123281966 0.442247702912902 -0.128313123904884
0 0 0 0 0 1 -0.387755102040816 -0.274468971261974 0.435881307958419 -0.0899248733824465
0 0 0 0 0 1 -0.36734693877551 -0.297584339858392 0.427092452974526 -0.0513711791612583
0 0 0 0 0 1 -0.346938775510204 -0.31945022907122 0.416008635857508 -0.0129889999672149
0 0 0 0 0 1 -0.326530612244898 -0.340066638900458 0.402757354503651 0.0249029194589717
0 0 0 0 0 1 -0.306122448979592 -0.359433569346106 0.387466106809238 0.0620040483617733
0 0 0 0 0 1 -0.285714285714286 -0.377551020408163 0.370262390670554 0.0980320699708453
